,Index,Word,CUI
11446,40962,systolic heart failure,C1135191
11447,40964,heart failure nyha class iii,C1319795
11448,40965,heart failure nyha class iv,C1319796
11449,40968,inhospital mortality,C0085556
11450,40970,composite,C0205199
11451,40971,endpoint,C2349179
11452,40973,placebo study,C0683952
11453,40982,treatment treatment treatment treatment acute treatment,C0520010
11454,40985,upper motor neuron,C0524458
11455,40986,disorders spinal injury,C0037937
11456,40987,disorders spinal cord stroke,C0393971
11457,40994,dantrolene,C0010976
11458,41008,treatment withdrawal,C0949878
11459,41009,treatment withdrawal,C1701941
11460,41024,hyperthermia susceptible,C1844631
11461,41026,neuroleptic malignant syndrome,C0027849
11462,41031,response condition,C0009647
11463,41034,muscle fasciculations,C0015644
11464,41040,variant angina prinzmetals angina,C0002963
11465,41042,angina angina stable angina pectoris,C0340288
11466,41047,social social anxiety,C0031572
11467,41048,phobia social disorder,C0031572
11468,41049,social anxiety disorder,C0031572
11469,41050,disorder panic,C0030319
11470,41064,diarrhea diarrhea diarrhea diarrhea diarrhea rotavirus,C2242691
11471,41073,gastrointestinal infections,C0729555
11472,41074,enterocytozoon bieneusi,C0320974
11473,41087,distractibility attention,C1369038
11474,41088,short attention span,C0262630
11475,41090,emotional lability,C0085633
11476,41097,diets,C1442959
11477,41139,external used external used external,C0521134
11478,41147,podofilox,C0032334
11479,41148,gel used used,C0449884
11480,41154,topical solution,C0991555
11481,41163,onychomycosis toenails onychomycosis,C1274470
11482,41171,ciclopirox,C0055711
11483,41174,management program,C0683739
11484,41177,infected frequently,C0239998
11485,41178,nails trimming nails,C0205010
11486,41180,health care professional,C1704312
11487,41196,walking walking walking walking independent,C0429979
11488,41209,4 types,C0441732
11489,41218,interferons,C0021747
11490,41219,glatiramer acetate,C0289884
11491,41221,natalizumab,C1172734
11492,41222,magnitude,C1704240
11493,41223,walking ability,C0559964
11494,41228,thrombocytosis,C0836924
11495,41232,disorders essential thrombocythemia,C0040028
11496,41233,polycythemia vera,C0032463
11497,41239,anagrelide,C0051809
11498,41245,monitor prevent,C0150369
11499,41246,effectiveness prevent,C0815149
11500,41248,platelet counts,C0032181
11501,41251,every days,C0332173
11502,41252,days during,C0585022
11503,41260,treatment treatment treatment treatment treatment treatment combination treatment combination treatment treatment combination treatment treatment combination treatment combination treatment treatment combination treatment,C0009429
11504,41263,ab,C0003241
11505,41266,liver metastases,C0494165
11506,41269,peritoneal carcinomatosis,C0346990
11507,41271,anal cancer,C0279637
11508,41273,cancer cancer cancer high risk cancer,C1512441
11509,41274,fluorouracil,C0016360
11510,41281,superficial bladder cancer,C1336527
11511,41284,malignant,C0854890
11512,41287,pleural cavity,C0178802
11513,41292,intrahepatic cholangiocarcinoma,C0345905
11514,41301,conjunctival hyperemia,C1761613
11515,41302,pollen ragweed,C0440357
11516,41303,pollen grass,C0440307
11517,41304,animal hair,C0222047
11518,41305,animal dander,C0440454
11519,41306,treatment treatment clinical treatment treatment,C1516635
11520,41308,deficiency disease,C0751753
11521,41309,deficiency disease,C0011156
11522,41312,disease orphan drug disease disease disease,C0178786
11523,41313,disease disease disease associated disease,C0243083
11524,41314,disease disease disease associated disease,C1511978
11525,41315,disease disease stages disease disease,C0449385
11526,41319,alglucosidase alfa,C1695579
11527,41328,process associated,C0679045
11528,41343,hepatic ascites,C0401037
11529,41349,renal dysfunction,C0341697
11530,41351,nephrotic syndrome glomerulonephritis,C0852160
11531,41352,nephrotic syndrome chronic,C0242012
11532,41355,idiopathic hypercalciuria,C0543800
11533,41358,anesthesia agent anesthesia anesthesia agent anesthesia anesthesia,C0002932
11534,41359,anesthesia anesthesia anesthesia anesthesia anesthesia management,C1300200
11535,41363,remifentanil,C0246631
11536,41364,used agent used agent,C0449881
11537,41366,loss consciousness,C0041657
11538,41370,apnea,C0003578
11539,41371,muscle rigidity,C0026837
11540,41385,total intravenous anesthesia,C0473965
11541,41389,sedation procedural sedation,C0344106
11542,41394,treatment treatment treatment treatment vestibular treatment,C2460630
11543,41395,spasticity muscle,C0026838
11544,41405,diseases parkinsons,C0030567
11545,41407,diseases gastroesophageal reflux,C0017168
11546,41408,diseases refractory,C1514815
11547,41413,baclofen,C0699999
11548,41415,stroke cerebral,C0038454
11549,41421,severe spasticity,C1861968
11550,41423,multiple sclerosis spinal,C0338475
11551,41426,injury,C0876926
11552,41430,traumatic brain injury,C0876926
11553,41461,acute,C0741804
11554,41462,acute acute hyperkalemia hyperkalemia,C0268022
11555,41466,asthma asthma chronic obstructive pulmonary disease chronic,C0865800
11556,41467,asthma asthma chronic obstructive pulmonary disease chronic,C0155883
11557,41492,potassium k,C0032821
11558,41500,daytime,C0332169
11559,41507,type 2 diabetes mellitus controlled diet,C3875001
11560,41517,acarbose,C0591572
11561,41524,blood sugar,C0005802
11562,41525,blood sugar,C0392201
11563,41536,scorpion sting,C0238417
11564,41538,scorpion venom,C0036450
11565,41542,clinically signs,C0037088
11566,41549,local pain,C0520962
11567,41559,oculomotor abnormalities,C0497202
11568,41560,visual respiratory,C0597405
11569,41564,north america,C0028405
11570,41569,genus,C1708235
11571,41573,centruroides sculpturatus,C1457866
11572,41578,anesthesia anesthesia anesthesia anesthesia anesthesia anesthesia lower anesthesia lower extremity procedures,C0199075
11573,41592,caudal,C0205097
11574,41593,infiltration anesthesia,C0234945
11575,41595,anesthesia dental,C0002912
11576,41601,peripheral nerve,C0031119
11577,41603,sympathetic nerve,C1278872
11578,41604,nerve ophthalmic,C0029082
11579,41606,retrobulbar,C0595826
11580,41607,nerve spinal,C0037941
11581,41619,perineal,C0031066
11582,41620,treatment treatment treatment treatment unresponsive treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C0205269
11583,41623,tract infections infections infections infections infections tract infections urinary tract uti infections infections infections,C0042029
11584,41624,infections infections infections infections infections infections infections infections infections chlamydia,C0008149
11585,41626,infections infections infections infections infections infections infections infections infections cervicitis,C0856203
11586,41628,infections infections infections infections infections infections infections infections infections pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori h pylori,C0850666
11587,41635,acute otitis media otitis media purulent acute otitis media acute,C0271431
11588,41644,not less than,C0439091
11589,41651,healthcare provider,CL415262
11590,41652,healthcare provider,C0018724
11591,41653,amoxicillin clavulanate,CL414314
11592,41659,days days regimen days regimen days days days days,C1570730
11593,41660,purulent conjunctivitis,C0009768
11594,41662,conjunctivitis recurrent,C1864156
11595,41669,severe,C0517627
11596,41683,disease duodenal ulcer disease duodenal ulcer ulcer,C0013295
11597,41686,alternative years alternative,C0585342
11598,41688,penicillin v,C0030840
11599,41690,9 age,C1142927
11600,41691,lactating,C2828358
11601,41696,dentoalveolar acute abscess,C1290646
11602,41803,intractable hiccups,C0744896
11603,41808,anesthesia region anesthesia,C0002911
11604,41812,awake intubation,C0542379
11605,41821,used equipment used,C0220824
11606,41822,used equipment used,C1306850
11607,41824,specialized,C1704211
11608,41825,references consulted,C0729715
11609,41826,consulted procedures,C0009818
11610,41828,procedures administration,C1533734
11611,41829,administration techniques,C0078896
11612,41831,drugs adverse reactions,C0041755
11613,41844,airway obstruction,C0001883
11614,41846,obstruction acute laryngeal,C0010380
11615,41847,obstruction acute laryngeal,C0949123
11616,41849,patients advised,C0418832
11617,41852,attention,C0004268
11618,41853,health care facility,C0018704
11619,41855,icatibant,C0246269
11620,41864,patients based patients,C1709483
11621,41865,congenital factor,C0015530
11622,41869,concentrate,C2003864
11623,41871,direct treatment,C1704536
11624,41888,treatment appropriate treatment treatment,C3640049
11625,41889,hyperthyroidism graves disease,C0018213
11626,41892,toxic multinodular goiter,C0154143
11627,41895,radioactive iodine therapy rai,C0203610
11628,41898,thyroidectomy,C0040145
11629,41916,migraine other,C0477373
11630,41917,other vascular,C1558976
11631,41941,hypogonadism ovarian ovarian,C0149912
11632,41948,cancer progressive cancer cancer,C0178874
11633,41956,treatment continued,CL497983
11634,41957,3 months past,CL503941
11635,41963,list condition,C1552577
11636,41967,treatment cancer treatment cancer treatment cancer,C0920425
11637,41969,metastatic renal cell cancer,C0278678
11638,41986,treatment treatment treatment treatment anxiety treatment treatment treatment treatment treatment,C0558208
11639,42011,response hydroxyurea,C3548754
11640,42015,ruxolitinib,C2931926
11641,42028,decreases platelet counts,C0392386
11642,42029,decreases platelet counts,C0040034
11643,42031,abrupt,CL473786
11644,42033,reductions,C0301630
11645,42035,interruptions,C0443239
11646,42036,risk benefits,C0687742
11647,42038,risk ratio,C0028873
11648,42039,risk ratio,C0242492
11649,42065,leishmania,C0023270
11650,42068,pentamidine,C0030863
11651,42070,african trypanosomiasis,C0041228
11652,42072,african sleeping sickness,C0041228
11653,42077,cns involvement,CL496730
11654,42078,first stage,C0441766
11655,42080,small vessels,C0225988
11656,42081,vessels capillaries,C0935624
11657,42085,plastic surgery,C0038911
11658,42087,surgery dental,C0204324
11659,42088,extractions,C1705851
11660,42089,skin grafting,C0037297
11661,42092,pseudoaneurysms femoral artery pseudoaneurysms,C0729728
11662,42094,false aneurysms,C1510412
11663,42100,injection thrombin,CL493443
11664,42101,femoral artery thrombosis,C0235520
11665,42102,anatomical locations,C2698620
11666,42114,associated procedures procedures,C1285504
11667,42116,procedures postoperative procedures,C0205903
11668,42121,droperidol,C0013136
11669,42126,physical condition,C0015259
11670,42127,other drugs used,CL503970
11671,42128,used chemical,C0449887
11672,42130,combination anesthetics,C0376445
11673,42132,local anesthetics,C0002921
11674,42133,local anesthetics,C0002934
11675,42134,opiate agonists,C0242402
11676,42135,during procedures,C0585033
11677,42136,procedures general anesthesia,C0002915
11678,42138,agitated,C0085631
11679,42139,violent,C0242151
11680,42184,treatment treatment treatment treatment skin skin treatment,C1718338
11681,42186,respiratory infections susceptible infections susceptible respiratory infections susceptible infections susceptible infections infections susceptible,C3806482
11682,42187,tract infections infections tract infections infections infections infections urinary tract uti,C0042029
11683,42197,obese,C0028754
11684,42202,pharyngitis streptococcal pharyngitis,C0036689
11685,42212,cefaclor,C0007537
11686,42219,pneumonia haemophilus pneumonia,C0853853
11687,42232,acute bacterial exacerbations chronic bronchitis bacterial,C1735365
11688,42241,coronary coronary coronary coronary coronary aneurysms coronary,C0010051
11689,42243,angioplasty stent,C3843759
11690,42244,atherectomy,C0162513
11691,42249,complications myocardial infarction myocardial infarction complications myocardial infarction complications myocardial infarction myocardial infarction complications infarction,C1299620
11692,42269,thrombus,C0087086
11693,42273,myocardial infarction secondary coronary artery thrombosis,C1969568
11694,42275,reduced dose,C1707814
11695,42276,fibrinolytic therapy,C0040044
11696,42278,therapy heparin,C0522794
11697,42283,strategy,C0679199
11698,42285,grade,C0441800
11699,42294,anterior location,C0456740
11700,42297,no risk factors,C4036105
11701,42301,cystic fibrosis cf,C0010674
11702,42302,patients note patients,C2360554
11703,42304,mutation gene mutation,C0596611
11704,42306,ivacaftor,C3264621
11705,42314,bidirectional,C1706937
11706,42315,treatment treatment treatment treatment treatment treatment prior treatment treatment treatment treatment treatment,C1514463
11707,42316,treatment evaluated treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C0557980
11708,42326,imiquimod,C0718327
11709,42327,cream,C1378128
