index,Class,Drug,generics
6467,topical keratolytics,Clear Away Wart Removal System,generic name: salicylic acid
6468,topical keratolytics,DermalZone,generic name: salicylic acid
6469,topical keratolytics,Dermarest Psoriasis Skin Treatment,generic name: salicylic acid
6470,topical keratolytics,DHS Salicylic Acid 3%,generic name: salicylic acid
6471,topical keratolytics,Dr Scholl's Callus Removers,generic name: salicylic acid
6472,topical keratolytics,Dr Scholl's Clear Away Wart Remover,generic name: salicylic acid
6473,topical keratolytics,Dr Scholl's Corn Removers,generic name: salicylic acid
6474,topical keratolytics,Dr Scholl's Zino Soft Corn Remover,generic name: salicylic acid
6475,topical keratolytics,Durasal,generic name: salicylic acid
6476,topical keratolytics,Fostex,generic name: salicylic acid
6477,topical keratolytics,Freezeone One Step,generic name: salicylic acid
6478,topical keratolytics,Freezone,generic name: salicylic acid
6479,topical keratolytics,Freezone Corn Remover,generic name: salicylic acid
6480,topical keratolytics,Gordofilm,generic name: salicylic acid
6481,topical keratolytics,Hydrisalic,generic name: salicylic acid
6482,topical keratolytics,Ionil Plus,generic name: salicylic acid
6483,topical keratolytics,KeralytGel,generic name: salicylic acid
6484,topical keratolytics,Keralyt Scalp,generic name: salicylic acid
6485,topical keratolytics,Keralyt Shampoo,generic name: salicylic acid
6486,topical keratolytics,Mediplast,generic name: salicylic acid
6487,topical keratolytics,Neutrogena Healthy Scalp,generic name: salicylic acid
6488,topical keratolytics,Occlusal-HP,generic name: salicylic acid
6489,topical keratolytics,Oxy Face Scrub,generic name: salicylic acid
6490,topical keratolytics,P & S,generic name: salicylic acid
6491,topical keratolytics,Podocon,generic name: podophyllum resin
6492,topical keratolytics,Podocon-25,generic name: podophyllum resin
6493,topical keratolytics,Propa pH Acne Med Cleansing,generic name: salicylic acid
6494,topical keratolytics,Sal-Acid Plasters,generic name: salicylic acid
6495,topical keratolytics,Sal-Plant Gel,generic name: salicylic acid
6496,topical keratolytics,Salac,generic name: salicylic acid
6497,topical keratolytics,Salactic Film,generic name: salicylic acid
6498,topical keratolytics,Salacyn,generic name: salicylic acid
6499,topical keratolytics,Salex,generic name: salicylic acid
6500,topical keratolytics,Salitop,generic name: salicylic acid
6501,topical keratolytics,Salkera,generic name: salicylic acid
6502,topical keratolytics,Salvax,generic name: salicylic acid
6503,topical keratolytics,Scalpicin Scalp Relief,generic name: salicylic acid
6504,topical keratolytics,Stri-Dex,generic name: salicylic acid
6505,topical keratolytics,Stridex Body Focus,generic name: salicylic acid
6506,topical keratolytics,Stridex Maximum Strength,generic name: salicylic acid
6507,topical keratolytics,Thera-Sal,generic name: salicylic acid
6508,topical keratolytics,Tinamed Plantar,generic name: salicylic acid
6509,topical keratolytics,Trans-Ver-Sal,generic name: salicylic acid
6510,topical keratolytics,Tri-Chlor,generic name: trichloroacetic acid
6511,topical keratolytics,Virasal,generic name: salicylic acid
6512,topical non-steroidal anti-inflammatories,Pennsaid,generic name: diclofenac
6513,topical non-steroidal anti-inflammatories,Voltaren Gel,generic name: diclofenac
6514,topical non-steroidal anti-inflammatories,Flector Patch,generic name: diclofenac
6515,topical non-steroidal anti-inflammatories,Solaraze,generic name: diclofenac
6516,topical non-steroidal anti-inflammatories,DermacinRx Lexitral PharmaPak,generic name: capsaicin/diclofenac
6517,topical non-steroidal anti-inflammatories,Diclofex DC,generic name: capsaicin/diclofenac
6518,topical non-steroidal anti-inflammatories,Diclo Gel with Xrylix,generic name: diclofenac
6519,topical non-steroidal anti-inflammatories,Diclozor,generic name: diclofenac
6520,topical non-steroidal anti-inflammatories,Klofensaid II,generic name: diclofenac
6521,topical non-steroidal anti-inflammatories,Lexixryl,generic name: diclofenac
6522,topical non-steroidal anti-inflammatories,NuDiclo SoluPak,generic name: capsaicin/diclofenac
6523,topical non-steroidal anti-inflammatories,Sure Result DSS Premium Pak,generic name: capsaicin/diclofenac
6524,topical non-steroidal anti-inflammatories,Xrylix,generic name: diclofenac
6525,topical photochemotherapeutics,Ameluz,generic name: aminolevulinic acid
6526,topical photochemotherapeutics,Levulan Kerastick,generic name: aminolevulinic acid
6527,topical photochemotherapeutics,Metvixia,generic name: methyl aminolevulinate
6528,topical photochemotherapeutics,Oxsoralen,generic name: methoxsalen
6529,topical rubefacient,Fast Freeze,generic name: camphor/menthol
6530,topical rubefacient,Tiger Balm,generic name: camphor/menthol
6531,topical rubefacient,Medrox,generic name: capsaicin/menthol/methyl salicylate
6532,topical rubefacient,Salonpas Pain Patch,generic name: methyl salicylate
6533,topical rubefacient,Aflexeryl-MC,generic name: capsaicin/menthol
6534,topical rubefacient,Aleveer Patch,generic name: capsaicin/menthol
6535,topical rubefacient,Alivio Patch,generic name: capsaicin/menthol
6536,topical rubefacient,Ameripatch,generic name: capsaicin/menthol
6537,topical rubefacient,Analgesic Balm Greaseless,generic name: methyl salicylate
6538,topical rubefacient,Arctic Relief,generic name: camphor/menthol
6539,topical rubefacient,Arthricare Cream,generic name: methyl salicylate
6540,topical rubefacient,Arthricream,generic name: trolamine salicylate
6541,topical rubefacient,Asper-Flex,generic name: trolamine salicylate
6542,topical rubefacient,Aspercreme Max No Mess Roll-On,generic name: menthol
6543,topical rubefacient,Aspercreme Pain Relieving Heat Gel,generic name: menthol
6544,topical rubefacient,Bengay Cold Therapy Gel,generic name: menthol
6545,topical rubefacient,Bengay Ultra Strength Pain Relieving Patch,generic name: menthol
6546,topical rubefacient,BENGAY Vanishing Scent,generic name: menthol
6547,topical rubefacient,Bengay Zero Degrees,generic name: menthol
6548,topical rubefacient,Berri-Freez Spray,generic name: menthol
6549,topical rubefacient,Bio-Therm Pain Relieving Lotion,generic name: capsaicin/menthol/methyl salicylate
6550,topical rubefacient,Bioaches patch,generic name: capsaicin/menthol
6551,topical rubefacient,Biofreeze,generic name: menthol
6552,topical rubefacient,"Blue-Emu Maximum Strength Arthritis, Muscle & Joint Pain Relief",generic name: menthol
6553,topical rubefacient,Blue Gel,generic name: menthol
6554,topical rubefacient,Boroleum,generic name: methyl salicylate
6555,topical rubefacient,Campho-Phenique,generic name: camphor/phenol
6556,topical rubefacient,Capsiderm,generic name: capsaicin/menthol
6557,topical rubefacient,Captracin,generic name: capsaicin/menthol
6558,topical rubefacient,Capzasin Quick Relief,generic name: capsaicin/menthol
6559,topical rubefacient,Castiva Cooling,generic name: methyl salicylate
6560,topical rubefacient,Cepacol Sore Throat From Post Nasal Drip,generic name: menthol
6561,topical rubefacient,Cold Spot Point Relief,generic name: menthol
6562,topical rubefacient,Cool 'n Heat Patch,generic name: menthol
6563,topical rubefacient,Dendracin Neurodendraxcin,generic name: capsaicin/menthol/methyl salicylate
6564,topical rubefacient,DermaSarra,generic name: camphor/menthol
6565,topical rubefacient,Doloracin Rx,generic name: capsaicin/menthol/methyl salicylate
6566,topical rubefacient,Eucalyptamint,generic name: methyl salicylate
6567,topical rubefacient,Exocaine Plus,generic name: methyl salicylate
6568,topical rubefacient,Exoten-C Pain Relief,generic name: capsaicin/menthol/methyl salicylate
6569,topical rubefacient,Fast Freeze Naturally Cool,generic name: menthol
6570,topical rubefacient,Flanax Cough Lozenges,generic name: menthol
6571,topical rubefacient,Flex-All 454 Maximum Strength,generic name: methyl salicylate
6572,topical rubefacient,Flexall,generic name: menthol
6573,topical rubefacient,Freeze It,generic name: camphor/menthol
6574,topical rubefacient,Gordogesic,generic name: methyl salicylate
6575,topical rubefacient,Halls Mentho-Lyptus Drops,generic name: menthol
6576,topical rubefacient,Koldets Cough Drops,generic name: menthol
6577,topical rubefacient,Levatio Patch,generic name: capsaicin/menthol
6578,topical rubefacient,Luden's Honey Lemon Throat Drops,generic name: menthol
6579,topical rubefacient,MaC Patch,generic name: capsaicin/menthol
6580,topical rubefacient,Medi-Derm Rx,generic name: capsaicin/menthol/methyl salicylate
6581,topical rubefacient,Medrox-Rx,generic name: capsaicin/menthol/methyl salicylate
6582,topical rubefacient,Men-phor,generic name: camphor/menthol
6583,topical rubefacient,Menthoderm,generic name: menthol/methyl salicylate
6584,topical rubefacient,Mentholatum Deep Heating,generic name: methyl salicylate
6585,topical rubefacient,Mineral Freez Gel,generic name: menthol
6586,topical rubefacient,Mineral Ice,generic name: menthol
6587,topical rubefacient,Myoflex,generic name: trolamine salicylate
6588,topical rubefacient,Neuvaxin Patch,generic name: capsaicin/menthol
6589,topical rubefacient,New Terocin,generic name: capsaicin/menthol/methyl salicylate
6590,topical rubefacient,N Ice,generic name: menthol
6591,topical rubefacient,Perform Pain Relieving Spray,generic name: menthol
6592,topical rubefacient,Qroxin Patch,generic name: capsaicin/menthol
6593,topical rubefacient,Releevia,generic name: capsaicin/menthol
6594,topical rubefacient,Releevia MC Patch,generic name: capsaicin/menthol
6595,topical rubefacient,Relyyt,generic name: capsaicin/menthol
6596,topical rubefacient,Rematex,generic name: capsaicin/menthol/methyl salicylate
6597,topical rubefacient,Renovo Patch,generic name: capsaicin/menthol
6598,topical rubefacient,Rhuli Gel,generic name: methyl salicylate
6599,topical rubefacient,Robitussin Cough Drop,generic name: menthol
6600,topical rubefacient,Sarna,generic name: camphor/menthol
6601,topical rubefacient,Satogesic,generic name: methyl salicylate
6602,topical rubefacient,Sinelee Patch,generic name: capsaicin/menthol
6603,topical rubefacient,Solaice Patch,generic name: capsaicin/menthol
6604,topical rubefacient,Soltice Quick-Rub,generic name: camphor/menthol
6605,topical rubefacient,Sombra Cool Therapy,generic name: menthol
6606,topical rubefacient,Sombra Warm Therapy,generic name: camphor/menthol
6607,topical rubefacient,Soothing Liniment,generic name: camphor
6608,topical rubefacient,Stopain,generic name: menthol
6609,topical rubefacient,Thera-Gesic Plus,generic name: menthol/methyl salicylate
6610,topical rubefacient,Theraflu Vapor Stick,generic name: camphor/menthol
6611,topical rubefacient,Tiger Balm Pain Relieving Patch,generic name: camphor/menthol
6612,topical rubefacient,Vicks Cough Drops,generic name: menthol
6613,topical rubefacient,Vicks VapoSteam,generic name: camphor
6614,topical steroids,Aristocort A,generic name: triamcinolone
6615,topical steroids,Capex,generic name: fluocinolone
6616,topical steroids,Derma-Smoothe / FS (Scalp),generic name: fluocinolone
6617,topical steroids,Desonate,generic name: desonide
6618,topical steroids,Diprosone,generic name: betamethasone
6619,topical steroids,Halog-E,generic name: halcinonide
6620,topical steroids,Locoid,generic name: hydrocortisone
6621,topical steroids,Psorcon,generic name: diflorasone
6622,topical steroids,Synalar,generic name: fluocinolone
6623,topical steroids,Temovate,generic name: clobetasol
6624,topical steroids,Topicort LP,generic name: desoximetasone
6625,topical steroids,Valisone,generic name: betamethasone
6626,topical steroids,Westcort,generic name: hydrocortisone
6627,topical steroids,Luxiq,generic name: betamethasone
6628,topical steroids,Verdeso,generic name: desonide
6629,topical steroids,Dermatop,generic name: prednicarbate
6630,topical steroids,Elocon,generic name: mometasone
6631,topical steroids,Olux,generic name: clobetasol
6632,topical steroids,Cloderm,generic name: clocortolone
6633,topical steroids,Cutivate,generic name: fluticasone
6634,topical steroids,Locoid Lipocream,generic name: hydrocortisone
6635,topical steroids,Proctosol-HC,generic name: hydrocortisone
6636,topical steroids,Topicort,generic name: desoximetasone
6637,topical steroids,Dermovate,generic name: clobetasol
6638,topical steroids,Diprolene AF,generic name: betamethasone
6639,topical steroids,Fluocinonide-E,generic name: fluocinonide
6640,topical steroids,Halog,generic name: halcinonide
6641,topical steroids,Oralone,generic name: triamcinolone
6642,topical steroids,Psorcon E,generic name: diflorasone
6643,topical steroids,Vanos,generic name: fluocinonide
6644,topical steroids,Clobex,generic name: clobetasol
6645,topical steroids,Cordran Tape,generic name: flurandrenolide
6646,topical steroids,Lidex,generic name: fluocinonide
6647,topical steroids,Cortizone-10,generic name: hydrocortisone
6648,topical steroids,DesOwen,generic name: desonide
6649,topical steroids,Kenalog,generic name: triamcinolone
6650,topical steroids,Ultravate,generic name: halobetasol
6651,topical steroids,Clobevate,generic name: clobetasol
6652,topical steroids,Embeline,generic name: clobetasol
6653,topical steroids,Synalar Ointment,generic name: fluocinolone
6654,topical steroids,Diprolene,generic name: betamethasone
6655,topical steroids,Anusol-HC Suppositories,generic name: hydrocortisone
6656,topical steroids,Olux-E,generic name: clobetasol
6657,topical steroids,Pandel,generic name: hydrocortisone
6658,topical steroids,Anucort-HC,generic name: hydrocortisone
6659,topical steroids,Beta-Val,generic name: betamethasone
6660,topical steroids,Aclovate,generic name: alclometasone
6661,topical steroids,Ala-Cort,generic name: hydrocortisone
6662,topical steroids,Ala-Scalp,generic name: hydrocortisone
6663,topical steroids,Ala-Scalp HP,generic name: hydrocortisone
6664,topical steroids,Alphatrex,generic name: betamethasone
6665,topical steroids,Anumed-HC,generic name: hydrocortisone
6666,topical steroids,Anusol-HC,generic name: hydrocortisone
6667,topical steroids,Apexicon,generic name: diflorasone
