"DrugClass_DrugClass_name","DrugClass_DrugClass_drugNames_name","DrugClass_DrugClass_drugNames_generic"
"upper respiratory combinations","Notuss-NX","generic name: chlorcyclizine/codeine"
"upper respiratory combinations","Notuss-NXD","generic name: chlorcyclizine/codeine/pseudoephedrine"
"upper respiratory combinations","Novahistine","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Nucofed Pediatric Expectorant","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Ny-Tannic","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Obredon","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","Onset Forte","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Ornex Maximum Strength","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","P-V-Tussin Syrup","generic name: chlorpheniramine/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Panatuss DXP","generic name: dexbrompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Panatuss PED","generic name: chlophedianol/dexchlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Pancof HC","generic name: hydrocodone/pseudoephedrine"
"upper respiratory combinations","Pancof XP","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","PCM-LA","generic name: chlorpheniramine/methscopolamine/pseudoephedrine"
"upper respiratory combinations","Pecgen DMX","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","PediaCare Children's Allergy & Cold","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","PediaCare Children's Multi-Symptom Cold","generic name: dextromethorphan/phenylephrine"
"upper respiratory combinations","PediaCare Daytime Multi-Symptom Cold","generic name: dextromethorphan/phenylephrine"
"upper respiratory combinations","Pedia Relief Cough-Cold","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Pediatex-CT","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Pediatex TD","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Phanatuss","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Phena-Plus","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Phena-S","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Phenagil","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Phenergan VC","generic name: phenylephrine/promethazine"
"upper respiratory combinations","Phenylhistine DH","generic name: chlorpheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","Phenylhistine DH Expectorant","generic name: chlorpheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","Phlemex","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Phlemex Forte","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Poly-Tussin AC","generic name: brompheniramine/codeine/phenylephrine"
"upper respiratory combinations","Poly-Tussin DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Poly-Tussin EX Syrup","generic name: dihydrocodeine/guaifenesin/phenylephrine"
"upper respiratory combinations","Poly-Tussin HD","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Poly-Vent DM","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Poly-Vent IR","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Poly Hist CB","generic name: carbetapentane/guaifenesin"
"upper respiratory combinations","Poly Hist DHC","generic name: dihydrocodeine/phenylephrine/pyrilamine"
"upper respiratory combinations","Poly Hist Forte (old formulation)","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Polytussin DM","generic name: dexchlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Pro-Chlo","generic name: chlophedianol/phenylephrine/pyrilamine"
"upper respiratory combinations","Pro-Clear AC","generic name: codeine/pyrilamine"
"upper respiratory combinations","Pro-Red AC","generic name: codeine/dexchlorpheniramine/phenylephrine"
"upper respiratory combinations","Prohist LQ","generic name: phenylephrine/triprolidine"
"upper respiratory combinations","Prolex D","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Promethazine VC","generic name: phenylephrine/promethazine"
"upper respiratory combinations","Promethazine VC Plain","generic name: phenylephrine/promethazine"
"upper respiratory combinations","Promethazine VC with Codeine","generic name: codeine/phenylephrine/promethazine"
"upper respiratory combinations","Promethazine with Dextromethorphan","generic name: dextromethorphan/promethazine"
"upper respiratory combinations","Promethazine with DM","generic name: dextromethorphan/promethazine"
"upper respiratory combinations","Pseudodine C","generic name: codeine/pseudoephedrine/triprolidine"
"upper respiratory combinations","Pyrichlor PE","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Pyril D","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Pyril Mal Phenyl HCl","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Q-Tapp","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","Q-Tussin DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","QC Cough / Cold","generic name: chlorpheniramine/dextromethorphan"
"upper respiratory combinations","Quartuss","generic name: chlorpheniramine/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Quartuss DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Re-Tann","generic name: carbetapentane/pseudoephedrine"
"upper respiratory combinations","RE DCP Drops","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Relasin-HC","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Relcof C","generic name: codeine/guaifenesin"
"upper respiratory combinations","Relcof DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Reme Hist DM","generic name: dextromethorphan/phenylephrine/pyrilamine"
"upper respiratory combinations","Rescon","generic name: dexchlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Rescon-DM","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Rescon-GG","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Rescon-Jr","generic name: dexchlorpheniramine/phenylephrine"
"upper respiratory combinations","Rescon-MX","generic name: dexchlorpheniramine/phenylephrine"
"upper respiratory combinations","Respaire-30","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Resperal-DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Respi-Tann","generic name: carbetapentane/pseudoephedrine"
"upper respiratory combinations","Respi-Tann Pd","generic name: carbetapentane/pseudoephedrine"
"upper respiratory combinations","RespiVent DF","generic name: chlorpheniramine/methscopolamine"
"upper respiratory combinations","RhinaHist","generic name: dexchlorpheniramine/phenylephrine"
"upper respiratory combinations","Robafen AC","generic name: codeine/guaifenesin"
"upper respiratory combinations","Robitussin-DAC","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Robitussin Allergy & Cough","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Robitussin Children's Cough & Cold Long-Acting","generic name: chlorpheniramine/dextromethorphan"
"upper respiratory combinations","Robitussin Cough & Allergy","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Robitussin Cough & Cold D","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Robitussin Multi-Symptom Cold CF","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Robitussin Multi-Symptom Cold Night Time","generic name: acetaminophen/diphenhydramine/phenylephrine"
"upper respiratory combinations","Robitussin Night Time Cough & Cold","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Robitussin Nighttime Cough DM","generic name: dextromethorphan/doxylamine"
"upper respiratory combinations","Robitussin Peak Cold Daytime Cold + Flu","generic name: acetaminophen/dextromethorphan/phenylephrine"
"upper respiratory combinations","Robitussin Peak Cold Nasal Relief","generic name: acetaminophen/phenylephrine"
"upper respiratory combinations","Robitussin Peak Cold Nighttime Cold + Flu","generic name: acetaminophen/dextromethorphan/doxylamine"
"upper respiratory combinations","Robitussin Peak Cold Nighttime Nasal Relief","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Robitussin Severe Congestion","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Ru-Hist Forte","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Rydex","generic name: brompheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","Ryna-12","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Ryna-12S","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Rynatan Pediatric","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Rynatuss","generic name: carbetapentane/chlorpheniramine/ephedrine/phenylephrine"
"upper respiratory combinations","Rynex DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Rynex PE","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","Ryneze","generic name: chlorpheniramine/methscopolamine"
"upper respiratory combinations","S-T Forte 2","generic name: chlorpheniramine/hydrocodone"
"upper respiratory combinations","Safetussin CD","generic name: dextromethorphan/phenylephrine"
"upper respiratory combinations","Safetussin DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Safetussin PM","generic name: dextromethorphan/doxylamine"
"upper respiratory combinations","Scot-Tussin DM","generic name: chlorpheniramine/dextromethorphan"
"upper respiratory combinations","Severe Cold Multi-Symptom","generic name: acetaminophen/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Sildec","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","Sildec-PE","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Sildec DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Simuc-HD","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Sinarest","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Sinarest Sinus","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","Sinus & Allergy PE","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Sinus Congestion and Pain Daytime Cool Ice","generic name: acetaminophen/phenylephrine"
"upper respiratory combinations","Sinutab Ex-Strength","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Sinutab Non Drying","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Sonahist","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Sonahist-DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Stahist AD","generic name: chlorcyclizine/pseudoephedrine"
"upper respiratory combinations","Su-Tuss HD Elixir","generic name: guaifenesin/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Sudafed 12 Hour Pressure+Pain","generic name: naproxen/pseudoephedrine"
"upper respiratory combinations","Sudafed PE Children's Cold & Cough","generic name: dextromethorphan/phenylephrine"
"upper respiratory combinations","Sudafed PE Cold & Cough","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Sudafed PE Non-Drying Sinus","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Sudafed PE Pressure+Pain+Cold","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
